Amount,Term,EmploymentType,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,DebtRatio,AccountAgeRatio
10000,60,Employed - full time,Consolidation,0,193,1,26,16,2,13,2,10,57.65,34870,34870,7,3.4869999996513,0.005181347123412709
5000,36,Employed - full time,Consolidation,0,146,2,25,18,2,3,7,7,43.4,11309,11309,7,2.2617999995476397,0.013698630043160069
10000,60,Employed - full time,Car,0,303,3,23,15,3,0,4,8,77.57,118954,10954,0,11.89539999881046,0.009900990066333366
3000,24,Employed - full time,Debt consolidation,0,13,1,5,5,0,0,4,0,7.6,1844,1844,0,0.6146666664617778,0.07692307100591762
20000,60,Employed - full time,Other,0,118,1,20,10,0,0,2,10,48.6,5272,5272,0,0.26359999998682,0.008474576199367999
10000,24,Employed - full time,Other,0,125,2,16,13,1,0,6,3,37.38,77500,10571,0,7.7499999992249995,0.015999999872
15000,30,Employed - full time,Other,0,117,32,7,4,0,0,0,3,63.29,0,0,0,0.0,0.2735042711666302
15000,60,Employed - full time,Consolidation,1,196,16,20,10,0,0,0,10,71.1,8717,8717,0,0.581133333294591,0.08163265264473137
5000,60,Employed - part time,Consolidation,0,107,12,10,2,3,2,0,8,52.8,442,442,0,0.08839999998232,0.11214953166215391
1500,36,Employed - full time,Other,0,61,3,23,8,4,2,4,15,23.43,14801,14801,7,9.86733332675511,0.049180327062617595
6000,60,Employed - full time,Consolidation,0,190,2,17,10,4,0,4,7,45.12,60155,60155,0,10.02583333166236,0.010526315734072023
16500,24,Employed - full time,Consolidation,0,280,4,17,6,1,0,1,11,109.24,15654,7696,0,0.9487272726697741,0.014285714234693879
15000,60,Employed - full time,Other,0,148,4,22,11,3,0,5,11,49.41,270344,13664,0,18.022933332131803,0.02702702684441198
1500,36,Retired,Other,0,79,17,13,8,1,2,0,5,44.23,195,195,7,0.12999999991333333,0.2151898706937991
7000,36,Employed - full time,Debt Consolidation,0,99,1,17,6,1,0,2,11,47.88,13344,13344,0,1.9062857140133878,0.010101009998979697
12000,36,Employed - full time,Other,0,231,0,25,12,1,0,3,13,50.36,11213,11213,0,0.9344166665887986,0.0
6500,48,Employed - full time,Other,0,226,31,10,4,0,4,0,6,69.9,3172,3172,7,0.48799999992492304,0.13716814098598168
20000,60,Employed - full time,Other,0,143,1,24,17,1,0,6,7,48.33,11246,11246,0,0.562299999971885,0.006993006944104847
3000,36,Employed - part time,Vet bill,1,158,30,4,4,0,0,0,0,98.0,192,192,0,0.06399999997866666,0.1898734165197885
10000,60,Employed - full time,Other,0,253,1,22,16,0,0,2,6,92.68,22246,22246,0,2.22459999977754,0.0039525691543376715
20000,48,Employed - full time,Other,0,220,2,23,12,4,0,4,11,69.13,17101,7724,0,0.8550499999572475,0.009090909049586777
1000,24,Employed - full time,consolidation,0,159,5,6,5,0,2,1,1,63.17,2073,2073,7,2.072999997927,0.03144654068272616
10000,60,Employed - full time,Other,0,332,6,30,19,1,0,3,11,87.53,181051,60120,0,18.10509999818949,0.0180722891021919
20000,60,Employed - full time,Car,0,373,6,61,25,10,0,2,36,59.69,40877,40877,0,2.0438499998978075,0.016085790841593055
12000,60,Employed - full time,Other,0,113,1,33,16,5,0,4,17,36.97,40745,40745,0,3.3954166663837153,0.008849557443809226
2000,36,Employed - full time,furniture,0,99,8,12,11,0,0,3,1,37.17,9467,9467,0,4.73349999763325,0.08080807999183758
6000,48,Employed - full time,Other,0,308,135,4,2,0,0,0,2,179.25,66,66,0,0.010999999998166666,0.4383116868885984
10000,24,Employed - full time,Other,0,125,10,17,7,3,0,1,10,41.71,2504,2504,0,0.25039999997496,0.07999999936
10000,60,Employed - full time,Home improvement,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-9.999999999e-05,1.000001000001
6000,60,Employed - full time,Other,0,124,3,23,9,4,5,2,14,36.04,8896,8896,7,1.4826666664195556,0.024193548191987515
1000,12,Employed - full time,Other,0,210,18,20,7,0,1,0,13,48.0,2910,2910,7,2.90999999709,0.08571428530612245
8000,60,Employed - full time,Other,0,136,22,7,5,0,0,0,2,63.71,215235,59,0,26.904374996636953,0.16176470469290657
20000,60,Employed - full time,Debt consolidation,0,230,23,18,7,3,0,0,11,71.78,20542,20542,0,1.027099999948645,0.09999999956521739
9000,60,Employed - part time,consolidation,1,188,17,12,7,2,0,0,5,100.25,6050,6050,0,0.6722222221475308,0.09042553143390675
1000,36,Employed - full time,Debt,0,69,3,10,9,0,0,5,1,18.9,18214,18214,0,18.213999981786,0.0434782602394455
1000,24,Employed - full time,Car,0,135,5,33,10,2,9,2,23,48.88,3054,3054,7,3.053999996946,0.037037036762688616
1500,18,Employed - full time,Other,0,225,2,36,18,1,9,2,18,60.0,4078,4078,7,2.718666664854222,0.008888888849382716
5000,60,Self employed,Other,0,206,13,11,3,0,0,0,8,80.27,161286,0,0,32.25719999354856,0.06310679581016118
10000,60,Employed - full time,Home Improvement,1,342,15,19,8,1,0,0,11,104.47,80074,1560,0,8.00739999919926,0.043859648994562433
15000,36,Employed - full time,Other,0,295,13,17,11,0,0,0,6,97.53,14370,14370,0,0.9579999999361333,0.04406779646078713
3000,60,Employed - full time,debt consolidation,0,272,3,30,15,3,0,4,15,77.63,132133,26574,0,44.04433331865189,0.011029411724156574
5000,48,Self employed,Other,0,95,4,6,5,0,3,1,1,44.4,1773,1773,7,0.35459999992908,0.04210526271468144
1000,30,Employed - full time,Car,0,87,2,18,9,4,2,8,9,25.39,4706,4706,0,4.705999995294,0.02298850548289074
10000,60,Retired,home improvement,0,246,1,12,9,1,0,1,3,97.17,255,255,0,0.02549999999745,0.0040650406338819485
1500,12,Self employed,Other,0,70,2,14,8,1,1,2,6,35.07,2599,2599,0,1.7326666655115555,0.028571428163265314
14000,36,Self employed,Car,0,209,0,17,14,2,3,6,3,55.47,165003,34700,7,11.78592857058672,0.0
15000,60,Employed - full time,car,0,75,6,2,2,0,0,1,0,40.5,1721,1721,0,0.11473333332568444,0.07999999893333334
10000,30,Employed - full time,car,0,89,8,9,6,2,1,2,3,38.11,44,44,0,0.00439999999956,0.08988763943946473
4000,48,Employed - full time,Other,1,76,4,3,3,0,0,1,0,43.0,266,266,0,0.066499999983375,0.052631578254847655
4000,48,Employed - full time,Other,0,188,4,13,7,1,0,3,6,60.15,22752,22752,0,5.687999998578,0.02127659563150747
1000,12,Employed - full time,Home improvement,0,91,1,42,16,1,9,4,26,34.62,5445,5445,7,5.444999994555,0.010989010868252628
2000,30,Employed - full time,other,0,170,10,12,9,0,0,5,3,50.08,24848,24848,0,12.423999993788,0.058823529065743944
1000,24,Employed - part time,Debt consolidation,1,177,6,18,11,0,0,1,7,66.83,95772,11344,0,95.771999904228,0.03389830489322992
5000,60,Employed - full time,Home improvements,0,230,3,13,10,2,0,1,3,82.62,120729,26338,0,24.145799995170837,0.013043478204158791
20000,48,Employed - full time,home improvement,0,162,4,19,9,2,0,2,10,59.37,169489,368,0,8.474449999576278,0.02469135787227557
6800,60,Employed - full time,Other,0,261,6,32,16,1,0,2,16,65.34,164431,17644,0,24.18102940820867,0.02298850565904787
1000,60,Employed - full time,Consolidation,0,443,3,29,5,9,4,3,24,59.83,615,615,0,0.614999999385,0.006772009014058671
20000,60,Employed - full time,Other,0,209,2,28,13,2,0,2,15,70.43,308871,36000,0,15.443549999227823,0.009569377944644126
16000,60,Employed - full time,Other,0,160,11,6,5,0,0,1,1,86.67,107106,11932,0,6.694124999581617,0.0687499995703125
1000,24,Employed - full time,Home improvements,0,55,5,4,4,0,0,2,0,24.0,1812,1812,0,1.811999998188,0.09090908925619838
15000,48,Employed - full time,Car,0,135,20,5,5,0,0,0,0,54.4,229,229,0,0.015266666665648888,0.14814814705075446
15000,48,Employed - full time,Other,0,57,57,1,1,0,0,0,0,57.0,0,0,0,0.0,0.9999999824561407
7000,48,Employed - part time,Other,0,104,2,22,9,2,0,4,13,42.36,14481,14481,1,2.068714285418755,0.01923076904585799
10000,60,Employed - full time,Debt,1,224,10,11,9,0,1,1,2,120.82,35871,4110,7,3.58709999964129,0.04464285694355868
11000,48,Employed - full time,Other,0,231,21,7,5,0,0,0,2,87.14,130076,0,0,11.8250909080159,0.09090909051554506
1000,12,Employed - full time,Other,0,140,1,9,6,2,0,4,3,27.22,5072,5072,0,5.071999994928,0.007142857091836735
2000,24,Employed - full time,Other,0,74,10,6,2,1,1,1,4,32.33,416,416,0,0.207999999896,0.1351351333089847
10000,48,Employed - full time,car,0,140,10,21,14,6,1,1,7,46.38,12561,12561,0,1.25609999987439,0.07142857091836735
1000,12,Employed - full time,Other,0,136,9,30,11,2,11,2,19,43.07,3406,3406,7,3.405999996594,0.0661764701016436
1000,12,Employed - full time,Debt consolidation,0,53,3,16,6,5,0,5,10,23.38,4776,4776,0,4.775999995224,0.056603772516909956
20000,60,Employed - full time,Car,0,234,7,21,6,0,1,1,15,81.43,214197,58,0,10.709849999464508,0.029914529786690045
10000,60,Employed - full time,Debt consolidation,0,258,13,19,15,1,4,0,4,77.63,4552,4552,7,0.45519999995447996,0.050387596703924044
20000,60,Employed - full time,Other,0,190,9,26,16,0,0,1,10,68.85,167501,66446,0,8.375049999581247,0.0473684208033241
19000,60,Employed - full time,car,0,180,0,23,11,1,0,3,12,55.65,122818,30701,0,6.464105262817679,0.0
10000,60,Employed - full time,Car,0,51,1,23,7,1,6,1,16,30.35,3993,3993,7,0.39929999996007,0.0196078427527874
2000,24,Employed - full time,Other,0,135,2,12,9,1,0,5,3,27.67,11806,11806,0,5.9029999970485,0.014814814705075447
8000,48,Employed - full time,Car,0,32,12,5,5,0,0,0,0,18.4,0,0,0,0.0,0.3749999882812504
10000,60,Employed - full time,Car,1,309,10,9,8,1,0,1,1,86.22,10389,10389,0,1.03889999989611,0.03236245944219269
19000,60,Employed - full time,Debt consolidation,0,144,9,23,7,2,0,2,16,58.43,287141,38555,0,15.112684209730912,0.06249999956597223
5500,60,Self employed,Other,0,99,5,11,9,1,0,2,2,31.91,9321,9321,0,1.6947272724191405,0.050505049994898486
1900,12,Self employed,Other,0,130,4,11,7,1,2,1,4,51.45,113453,2265,0,59.71210523173047,0.03076923053254438
15000,24,Employed - full time,Other,0,202,4,4,4,0,0,2,0,89.25,686,686,0,0.04573333333028445,0.019801980099990197
8000,48,Employed - full time,furniture,0,268,9,19,15,2,0,1,4,104.84,29261,29261,0,3.6576249995427967,0.033582089426932506
1000,12,Employed - full time,Other,0,15,3,8,7,1,0,6,1,9.0,1346,1346,0,1.345999998654,0.19999998666666757
8000,48,Retired,Other,0,281,69,10,5,0,0,0,5,149.6,13077,13077,0,1.6346249997956719,0.24555160054963843
1500,30,Employed - full time,Other,0,79,1,19,12,3,0,5,7,24.0,6546,6546,0,4.363999997090667,0.012658227687870536
6000,12,Employed - full time,Other,0,200,5,11,8,2,0,1,3,80.82,417,417,0,0.06949999998841666,0.024999999875
3500,36,Employed - full time,car,0,83,4,54,14,2,9,4,40,42.8,9216,9216,7,2.633142856390531,0.04819277050370156
12000,48,Employed - full time,Car,0,20,1,9,9,0,0,5,0,9.89,223,223,0,0.01858333333178472,0.04999999750000012
6000,54,Employed - full time,Home improvement,0,98,8,28,16,2,0,3,12,46.11,33349,33349,0,5.5581666657403055,0.08163265222823825
12000,60,Employed - full time,Car,0,229,4,14,9,0,0,1,5,84.5,145096,15356,0,12.091333332325721,0.01746724883202075
2000,24,Employed - part time,Other,0,87,7,16,12,0,2,3,4,42.31,2158,2158,7,1.0789999994605,0.0804597691901176
1000,24,Employed - full time,home improvements,0,199,8,13,9,1,5,1,4,75.23,4305,4305,7,4.304999995695,0.04020100482311053
1000,24,Retired,Home improvement,0,33,3,6,6,0,0,2,0,17.17,3771,3771,0,3.770999996229,0.09090908815427007
2000,60,Employed - full time,Other,0,208,5,23,11,4,0,3,12,90.91,110426,19710,0,55.2129999723935,0.024038461422892014
2000,30,Employed - full time,Home improvement,1,365,6,20,11,0,0,1,9,88.2,85218,17811,0,42.6089999786955,0.01643835611934697
20000,60,Employed - full time,Other,0,179,13,9,5,1,0,0,4,73.89,139155,402,0,6.957749999652112,0.0726256979182922
1500,24,Employed - full time,Home improvement,0,115,2,21,12,3,5,2,9,48.7,20718,20718,7,13.811999990792,0.017391304196597356
10000,60,Employed - full time,Other,0,111,4,15,13,1,10,1,2,59.73,13854,13854,7,1.38539999986146,0.03603603571138707
16000,60,Employed - full time,Other,0,76,9,20,12,2,0,4,8,29.85,26988,26988,0,1.686749999894578,0.11842105107340722
2500,12,Employed - full time,Other,0,66,1,13,10,2,0,4,3,32.77,5326,5326,0,2.13039999914784,0.015151514921946744
1000,24,Employed - full time,Home Improvments,0,141,6,33,22,1,5,2,11,54.52,45677,45677,7,45.676999954323,0.04255319118756602
1500,24,Employed - full time,Other,0,145,1,3,3,0,0,1,0,53.33,1154,1154,0,0.7693333328204444,0.006896551676575506
600,12,Employed - full time,Consolidation,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.001666666663888889,1.000001000001
1000,12,Employed - full time,Other,0,119,2,6,2,0,2,1,4,80.0,426,426,0,0.425999999574,0.016806722547842667
7000,60,Employed - full time,New car,0,404,5,9,5,0,0,1,4,125.67,230,230,0,0.03285714285244898,0.012376237593128125
2500,18,Employed - part time,Home improvement,0,256,8,16,12,1,7,2,4,80.25,8304,8304,7,3.3215999986713602,0.031249999877929688
1000,18,Employed - full time,Debt Consolidation,0,124,11,29,12,0,6,1,17,68.76,11801,11801,7,11.800999988199,0.08870967670395422
2000,24,Employed - full time,Car,0,85,2,14,9,1,0,3,5,25.0,21212,21212,0,10.605999994697,0.023529411487889278
10000,24,Employed - full time,Car,1,266,1,17,10,0,0,2,7,92.35,50473,30986,0,5.047299999495269,0.0037593984821075246
1000,12,Self employed,home improvement,0,131,10,24,9,3,3,2,15,85.71,13268,13268,7,13.267999986732,0.0763358772798788
12500,60,Employed - full time,Car,0,683,8,33,16,2,0,2,17,101.15,93138,22084,0,7.451039999403917,0.011713030729556324
11000,60,Employed - full time,Debt consolidation,0,163,5,22,12,1,0,4,10,50.64,27358,27358,0,2.48709090886481,0.03067484643757763
10000,36,Employed - full time,Other,0,66,1,15,8,4,0,1,7,32.13,6531,6531,0,0.6530999999346899,0.015151514921946744
12000,48,Employed - full time,Car,0,238,17,11,7,0,0,0,4,77.73,232012,130,0,19.33433333172214,0.07142857112845138
11500,48,Employed - full time,Car,1,100,2,28,12,3,0,2,16,39.18,131513,15332,0,11.435913042483833,0.0199999998
7000,60,Employed - full time,Other,0,126,12,15,8,0,0,0,7,54.4,9599,9599,0,1.3712857140898163,0.09523809448223734
5000,60,Employed - full time,Other,0,158,0,11,7,1,2,2,4,56.27,2222,2222,0,0.44439999991111995,0.0
5000,60,Self employed,Other,0,168,72,4,3,0,3,0,1,120.75,1781,1781,7,0.35619999992876,0.4285714260204082
9000,60,Employed - full time,Other,0,221,12,10,6,0,0,0,4,115.7,35920,409,0,3.9911111106676542,0.05429864228824144
4000,48,Employed - full time,Other,0,224,4,28,16,0,0,3,12,65.89,64072,64072,0,16.0179999959955,0.01785714277742347
20000,36,Employed - full time,Other,0,164,5,20,12,3,0,2,8,56.6,67377,67377,0,3.3688499998315575,0.030487804692147534
10000,60,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-9.999999999e-05,1.000001000001
10000,60,Employed - full time,Other,0,158,8,10,6,1,0,2,4,74.5,9754,9754,0,0.97539999990246,0.0506329110719436
3300,60,Employed - full time,Other,0,184,14,19,11,1,6,0,8,51.74,3090,3090,7,0.9363636360798898,0.07608695610822307
12000,60,Employed - full time,consolidation,0,192,1,35,18,2,0,2,17,70.69,178136,43147,0,14.84466666542961,0.005208333306206597
6500,36,Employed - part time,Car,0,301,3,12,12,0,4,1,0,113.58,330345,17381,7,50.82230768448888,0.009966777375525657
15000,60,Employed - full time,Other,0,154,4,32,12,0,0,2,20,61.72,6803,6803,0,0.45353333330309775,0.025974025805363468
3000,24,Employed - full time,Other,0,375,8,17,12,0,0,1,5,164.41,117362,6083,0,39.120666653626444,0.021333333276444443
10000,60,Employed - full time,Other,0,167,6,10,6,1,0,1,4,77.5,199303,977,0,19.93029999800697,0.03592814349743627
1000,24,Employed - full time,other,0,60,39,5,2,2,2,0,3,49.2,236,236,7,0.235999999764,0.6499999891666669
11000,36,Employed - full time,Car,0,105,4,7,6,0,0,2,1,61.43,9593,9593,0,0.8720909090116281,0.03809523773242631
8000,36,Employed - full time,Other,0,96,26,4,1,0,0,0,3,53.75,0,0,0,0.0,0.2708333305121528
7500,60,Employed - full time,Other,0,289,2,28,19,1,0,2,9,60.75,53409,53409,0,7.121199999050506,0.006920415200967422
7500,60,Employed - full time,Car,0,128,10,19,11,1,0,1,8,39.68,7862,7862,0,1.0482666665268978,0.07812499938964844
7500,48,Employed - full time,Debt consolidation,0,142,11,25,20,3,0,1,5,45.8,202082,60219,1,26.944266663074096,0.0774647881868677
1000,12,Employed - part time,Other,0,767,0,29,16,0,6,1,13,106.28,8918,8918,7,8.917999991082,0.0
12000,60,Employed - full time,Other,0,260,2,17,11,1,0,4,6,71.24,107682,22223,0,8.973499999252208,0.007692307662721894
20000,60,Employed - full time,Car repair,0,288,16,10,9,0,0,0,1,197.2,56359,16770,0,2.8179499998591027,0.05555555536265432
15000,60,Employed - full time,Other,0,84,6,6,5,1,0,2,1,30.33,3052,3052,0,0.20346666665310223,0.0714285705782313
2000,36,Employed - full time,Other,0,184,2,30,13,3,2,7,17,30.13,5818,5818,7,2.9089999985454997,0.01086956515831758
8000,36,Employed - full time,new car,0,141,4,35,12,2,0,2,23,50.09,16581,16581,0,2.072624999740922,0.028368794125044013
10000,36,Employed - full time,Other,0,205,18,15,14,0,0,0,1,55.2,18665,18665,0,1.86649999981335,0.08780487762046402
10000,36,Employed - full time,Consolidation,0,103,2,11,5,3,2,2,6,28.18,404,404,0,0.04039999999596,0.01941747553963616
2000,12,Employed - full time,Other,0,43,43,1,1,0,0,0,0,43.0,687,687,0,0.34349999982824997,0.9999999767441866
10000,60,Employed - full time,Other,1,68,9,6,4,1,0,1,2,32.67,1780,1780,0,0.1779999999822,0.13235293923010383
6000,60,Employed - full time,Car purchase,0,232,0,15,10,3,0,2,5,85.8,149499,13576,0,24.91649999584725,0.0
15000,60,Employed - full time,car,0,150,8,18,9,4,0,1,9,46.83,146803,15936,0,9.786866666014209,0.05333333297777778
7500,60,Employed - full time,Other,0,101,10,18,16,0,9,1,2,42.89,15925,15925,7,2.123333333050222,0.09900990000980298
16000,60,Employed - full time,Consolidation,0,148,6,20,11,3,0,3,9,60.25,30150,30150,0,1.8843749998822266,0.04054054026661797
10000,42,Employed - full time,home improvements,1,183,21,33,16,0,0,0,17,73.12,94681,14984,0,9.468099999053189,0.11475409773358416
5000,36,Employed - full time,Other,0,61,32,2,1,0,0,0,1,46.5,0,0,0,0.0,0.5245901553345876
4000,48,Employed - full time,Other,1,124,9,13,7,3,0,2,6,36.08,13542,13542,0,3.385499999153625,0.07258064457596254
1000,12,Employed - full time,Other,0,30,2,3,3,0,0,2,0,11.33,169,169,0,0.168999999831,0.06666666444444451
5000,36,Employed - full time,Other,0,124,22,34,7,2,0,0,27,58.41,150608,8899,0,30.12159999397568,0.17741935340790843
12000,48,Employed - full time,car,0,273,13,22,8,0,0,0,14,69.18,119108,19448,0,9.925666665839527,0.047619047444618874
2000,60,Employed - part time,Other,0,333,1,16,11,1,1,2,5,75.0,76004,12387,7,38.001999980998995,0.003003002993984976
15000,60,Employed - full time,Home Improvement,0,74,5,31,18,5,0,6,13,33.65,16093,16093,0,1.0728666665951423,0.06756756665449234
1500,24,Employed - full time,debt consolidation,0,206,1,20,13,1,0,3,7,53.1,39603,39603,0,26.401999982398664,0.004854368908473937
20000,60,Employed - full time,Other,0,232,2,17,10,4,0,3,7,76.0,52800,299,0,2.639999999868,0.008620689618014269
1500,60,Employed - full time,home improvements,0,162,63,2,2,0,0,0,0,112.5,0,0,0,0.0,0.3888888864883402
1000,12,Employed - full time,Other,0,101,7,7,1,5,5,1,6,51.14,800,800,7,0.7999999992,0.06930693000686208
6000,12,Employed - full time,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-0.00016666666663888889,1.000001000001
10000,48,Employed - full time,Car,0,360,10,22,7,2,4,1,15,64.77,23925,23925,7,2.39249999976075,0.027777777700617283
1000,12,Employed - full time,Other,0,138,0,10,3,1,2,2,7,60.5,1056,1056,7,1.055999998944,0.0
4000,60,Employed - full time,Consolidation,0,158,2,15,9,3,0,2,6,55.8,192930,17420,0,48.23249998794188,0.0126582277679859
16000,60,Employed - full time,Other,0,292,4,22,11,2,0,2,11,101.91,60018,6653,0,3.7511249997655547,0.013698630090073185
20000,60,Employed - full time,Other,0,95,4,4,4,0,0,1,0,45.75,0,0,0,0.0,0.04210526271468144
1500,18,Employed - full time,Home improvement,0,163,1,13,12,1,1,5,1,52.31,6798,6798,7,4.531999996978667,0.006134969287515526
10000,60,Employed - full time,Other,0,148,2,35,19,2,0,3,16,61.46,216997,37597,0,21.69969999783003,0.01351351342220599
1000,36,Employed - full time,Other,0,205,1,52,40,1,9,6,12,51.79,23155,23155,7,23.154999976845,0.004878048756692445
3000,24,Employed - full time,Other,0,65,1,5,4,1,0,2,1,21.6,3903,3903,0,1.3009999995663333,0.015384615147928998
2000,24,Employed - full time,Other,0,97,2,11,9,0,2,1,2,31.82,15935,15935,7,7.967499996016249,0.02061855648846849
5000,48,Employed - full time,Consolidation,0,150,9,18,10,1,0,2,8,63.94,26401,26401,0,5.28019999894396,0.059999999600000006
