UID,Amount,Term,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,EmploymentType_Employed - part time,EmploymentType_Retired,EmploymentType_Self employed,DebtRatio,AccountAgeRatio
1448449,1000,12,Other,0,70,1,7,7,0,0,5,0,13.57,2969,2969,0,False,False,False,2.968999997031,0.014285714081632657
1482475,8000,24,Other,0,101,0,11,11,0,0,6,0,21.64,31944,31944,0,False,False,False,3.9929999995008747,0.0
1503674,10000,54,Other,1,375,11,23,11,1,1,3,12,76.0,6247,6247,0,False,False,False,0.62469999993753,0.029333333255111112
1646348,6000,60,Other,0,143,15,13,9,0,0,0,4,68.85,167401,7127,0,False,False,False,27.900166662016638,0.1048951041615727
1650735,2500,24,Other,1,131,4,8,5,1,0,2,3,61.38,123,123,0,False,False,False,0.04919999998032,0.03053435091195152
1657034,2500,12,Other,0,142,28,2,2,0,0,0,0,85.0,0,0,0,False,False,False,0.0,0.19718309720293595
1663315,2000,24,Other,0,392,6,18,11,2,0,2,7,114.56,32348,16335,1,False,False,False,16.173999991913,0.015306122409933362
1714008,7500,60,Other,0,126,21,11,8,1,7,0,3,43.3,2002,2002,7,False,False,False,0.2669333332977422,0.16666666534391536
1891726,1000,12,Other,0,60,11,6,4,1,2,1,2,36.8,720,720,7,False,False,False,0.71999999928,0.18333333027777785
1907893,8000,48,Other,1,137,1,7,5,1,0,1,2,44.71,2651,2651,0,False,False,False,0.3313749999585781,0.007299270019713358
2067385,4000,24,Other,0,46,2,7,6,0,1,2,1,18.86,1185,1185,7,False,False,False,0.29624999992593753,0.04347825992438566
2154993,2000,36,Other,0,5,2,3,3,0,0,3,0,4.0,0,0,0,True,False,False,0.0,0.399999920000016
2170507,3000,60,Other,0,3,0,6,6,0,0,6,0,1.83,0,0,0,False,False,False,0.0,0.0
2173785,10000,24,Other,0,53,15,8,5,2,0,0,3,35.0,426,426,0,False,False,True,0.04259999999574,0.2830188625845498
2187305,2500,24,Other,0,250,6,11,8,1,4,1,3,77.55,5225,5225,7,True,False,False,2.089999999164,0.023999999904
2539122,1000,60,Other,0,142,12,7,6,0,4,0,1,37.71,1084,1084,7,False,False,False,1.083999998916,0.08450704165840112
2667304,10000,36,Other,0,294,81,9,6,0,0,0,3,127.67,254,254,0,False,False,False,0.02539999999746,0.2755102031445231
2786981,5500,60,Other,0,90,2,22,16,2,0,7,6,39.68,9964,9964,0,False,False,False,1.8116363633069752,0.022222221975308647
2806933,3000,24,Other,0,22,1,9,9,0,0,4,0,11.67,3773,3773,0,False,False,False,1.2576666662474445,0.045454543388429844
3073958,2000,12,Other,0,145,2,31,22,3,0,1,9,50.45,30510,30510,0,False,False,False,15.254999992372499,0.013793103353151011
3259502,1000,60,Other,0,43,1,8,7,0,0,5,1,13.38,669,669,0,False,False,False,0.668999999331,0.023255813412655504
3290669,5000,24,Other,0,177,11,54,11,0,0,1,43,44.3,110965,30486,0,False,False,False,22.192999995561397,0.062146892304254846
3552330,500,12,Other,0,88,7,17,8,4,2,9,9,20.76,2086,2086,1,False,False,False,4.171999991656,0.07954545364152894
3683236,15000,60,Other,0,390,9,4,4,0,0,1,0,164.0,1,1,0,False,False,False,6.666666666222223e-05,0.02307692301775148
3686885,2000,24,Other,0,261,16,14,10,0,0,0,4,107.57,15814,15814,0,False,False,False,7.906999996046499,0.06130268175746099
3707679,2000,36,Other,0,93,11,10,9,1,0,1,1,29.9,1442,1442,0,False,False,False,0.7209999996395,0.1182795686206498
4878611,12000,60,Other,0,322,4,19,6,4,0,2,13,113.37,379068,4965,0,False,False,False,31.588999997367583,0.012422360209868446
5103893,5000,48,Other,0,149,4,37,24,4,11,4,13,51.19,6508,6508,7,False,False,False,1.3015999997396799,0.026845637403720556
5482393,1800,12,Other,0,96,6,11,9,1,0,6,2,33.27,20353,20353,0,False,False,False,11.307222215940431,0.06249999934895834
5662806,5000,48,Other,0,283,23,19,8,0,0,0,11,87.95,31577,31577,0,False,False,False,6.315399998736919,0.0812720845184732
5733263,5000,60,Other,0,162,2,7,4,0,1,1,3,85.57,0,0,0,False,False,False,0.0,0.012345678936137784
5738341,2500,36,Other,0,56,7,16,8,1,0,3,8,34.31,12531,12531,0,False,False,False,5.012399997995041,0.12499999776785718
5745823,5500,48,Other,1,190,2,23,12,1,0,7,11,50.3,246652,8298,0,False,False,False,44.84581817366439,0.010526315734072023
5792782,2000,48,Other,0,67,6,19,16,0,0,3,3,24.74,10507,10507,3,False,False,False,5.2534999973732495,0.08955223746936959
5796371,1000,24,Other,0,149,5,48,29,5,10,13,19,40.57,10431,10431,7,False,False,False,10.430999989569,0.033557046754650696
5849395,2000,24,Other,0,122,10,11,10,0,5,1,1,57.0,28617,19582,7,False,False,False,14.30849999284575,0.08196721244289171
6448480,3000,24,Other,0,22,7,4,4,0,0,1,0,14.5,0,0,0,False,False,False,0.0,0.3181818037190089
6453978,2500,54,Other,0,165,4,33,16,0,2,4,17,40.97,97732,14653,7,False,False,False,39.092799984362884,0.02424242409550046
6856832,5000,36,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,True,-0.00019999999996,1.000001000001
6869751,1000,12,Other,0,78,7,8,5,0,0,3,3,24.38,17370,17370,0,False,False,False,17.36999998263,0.08974358859303092
7345896,5000,60,Other,0,29,8,4,4,0,0,2,0,16.25,1875,1875,0,False,False,False,0.374999999925,0.27586205945303244
7409132,5000,24,Other,0,65,58,2,2,0,0,0,0,61.5,294,294,0,False,False,True,0.058799999988239995,0.8923076785798819
7768791,1000,24,Other,0,120,8,4,4,0,1,1,0,48.0,431,431,7,False,False,False,0.430999999569,0.06666666611111112
7956884,3000,36,Other,0,82,4,21,16,2,0,4,5,38.43,33985,33985,0,False,False,False,11.328333329557223,0.04878048720999406
8013184,19741,36,Other,0,44,4,5,5,0,2,1,0,27.2,1582,1582,7,False,False,False,0.08013778430271325,0.09090908884297526
8161093,20000,48,Other,0,248,4,15,9,3,0,3,6,67.47,4004808,21578,0,False,False,False,200.24039998998796,0.016129032193028095
8510630,3000,24,Other,0,173,2,26,19,1,1,8,7,43.81,8086,8086,7,False,True,False,2.695333332434889,0.011560693574793678
8719659,1000,24,Other,0,139,0,12,7,3,2,6,5,23.67,7065,7065,7,False,False,False,7.064999992935,0.0
8812570,10000,24,Other,0,11,4,4,4,0,0,4,0,6.5,0,0,0,False,False,False,0.0,0.3636363305785154
228377,5000,36,Home Improvments,1,148,1,11,7,1,0,2,4,57.91,9726,9726,0,False,False,False,1.94519999961096,0.006756756711102995
233128,2000,24,Home improvements,0,81,1,6,4,2,0,3,2,22.5,7544,7544,0,False,False,False,3.771999998114,0.012345678859929892
248594,6000,60,Home improvement,0,238,14,20,12,1,0,0,8,78.25,207891,69546,0,False,False,False,34.64849999422525,0.05882352916460702
258900,2000,24,Other,0,181,1,13,9,0,0,2,4,64.0,10275,10275,0,True,False,False,5.13749999743125,0.0055248618479289404
305568,1000,24,Home improvement,0,299,2,22,9,0,6,3,13,107.05,2514,2514,0,False,False,False,2.513999997486,0.0066889631883312265
315580,20000,24,home improvements,0,175,24,18,13,0,0,0,5,64.44,382587,13698,0,False,False,True,19.129349999043534,0.1371428563591837
337486,5000,60,Other,0,64,3,11,4,4,0,3,7,25.36,9522,9522,0,False,False,False,1.9043999996191199,0.04687499926757814
339634,10000,48,Other,1,149,2,35,13,3,0,6,22,58.0,106732,2290,0,False,False,False,10.67319999893268,0.013422818701860278
343519,20000,60,home improvement,0,204,1,16,9,1,1,3,7,71.56,184318,14185,0,False,False,False,9.215899999539205,0.004901960760284506
360555,1000,12,home improvements,0,85,1,7,6,1,0,6,1,16.14,1793,1793,0,False,False,False,1.792999998207,0.011764705743944639
365946,10000,36,Home improvements,1,267,7,24,14,0,0,1,10,88.92,19058,4095,0,False,False,False,1.90579999980942,0.02621722836622761
383172,9500,60,Home Improvments,0,128,3,16,13,1,0,9,3,32.69,384874,37135,3,False,False,False,40.513052627314416,0.02343749981689453
399081,1000,36,Other,0,237,10,6,5,0,0,1,1,94.17,2797,2797,0,False,False,False,2.796999997203,0.042194092648970075
408333,6000,60,Home improvement,0,192,1,21,8,3,3,4,13,74.62,107501,6157,0,False,False,False,17.916833330347192,0.005208333306206597
420282,14000,60,home improvement,0,146,1,24,9,2,0,1,15,59.12,37652,37652,0,False,False,False,2.689428571236469,0.0068493150215800346
426001,20000,54,Home Improvments,0,195,3,16,12,0,0,1,4,91.81,289707,13761,0,False,False,True,14.485349999275732,0.015384615305719922
430143,7500,48,Home improvement,0,249,8,35,18,2,0,1,17,75.6,248359,75327,0,False,False,False,33.114533328918064,0.03212851392719472
436476,12000,12,Home improvement,0,314,7,25,16,0,5,1,9,106.88,516485,20079,7,False,False,False,43.04041666307997,0.022292993559576455
449197,15000,60,Other,0,18,2,5,5,0,0,3,0,10.0,0,0,0,False,False,False,0.0,0.11111110493827195
452139,1000,54,Home improvements,0,126,13,30,19,2,11,0,11,42.97,12258,12258,7,True,False,False,12.257999987742,0.10317460235575712
467303,1000,24,Home improvements,0,170,5,15,13,1,4,4,2,39.47,5413,5413,7,False,False,False,5.412999994587,0.029411764532871972
478153,1000,24,Other,0,34,10,7,6,0,1,1,1,20.29,1664,1664,7,True,False,False,1.663999998336,0.2941176384083048
484551,10000,36,Other,0,257,4,27,15,4,0,3,12,77.59,7162,7162,0,False,False,True,0.71619999992838,0.015564202274069253
485317,1000,30,Home improvements,0,73,2,21,14,0,9,2,7,34.1,3388,3388,7,False,False,False,3.387999996612,0.027397259898667675
497686,1000,24,Other,0,47,9,3,3,0,0,2,0,22.0,92,92,3,False,False,False,0.091999999908,0.19148935762788602
502860,15000,60,Home improvements,0,246,4,16,11,0,0,3,5,74.5,136369,19972,0,False,False,False,9.091266666060582,0.016260162535527794
509728,10000,60,Home improvement,0,106,9,10,4,1,0,1,6,58.1,1249,1249,0,False,False,False,0.12489999998751,0.0849056595763617
518833,1200,18,Home improvements,0,110,0,53,15,4,1,8,38,37.32,26013,26013,7,False,False,False,21.677499981935416,0.0
519727,4000,12,Other,1,271,8,17,7,3,0,1,10,95.71,103,103,0,True,False,False,0.025749999993562502,0.029520295094021053
532699,6200,60,Home improvements,1,148,2,17,10,4,0,5,7,36.53,182472,19259,0,False,False,False,29.430967737188553,0.01351351342220599
548204,13500,60,Other,0,334,15,21,11,2,0,0,10,91.57,35478,19268,0,False,False,False,2.627999999805333,0.04491017950625695
612901,10000,60,Other,0,277,2,27,15,5,0,3,12,80.63,57602,27555,0,False,False,False,5.76019999942398,0.007220216580432431
633457,15000,12,Other,0,14,5,3,3,0,0,2,0,9.33,0,0,0,False,False,False,0.0,0.3571428316326549
644558,10000,36,Home improvement,0,54,5,6,4,0,0,2,2,25.33,112169,11037,0,False,False,False,11.21689999887831,0.092592590877915
665252,5000,60,Other,1,173,15,25,15,1,2,0,10,90.36,113387,892,7,True,False,False,22.67739999546452,0.08670520181095259
672190,10000,24,Home improvements,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-9.999999999e-05,1.000001000001
672842,500,12,Other,0,77,1,18,10,1,0,5,8,35.78,17073,17073,0,False,False,False,34.145999931708,0.012987012818350484
674410,3000,12,Home improvements,0,12,0,3,2,1,0,2,1,6.67,738,738,0,False,False,False,0.245999999918,0.0
677203,15000,60,Other,0,323,12,15,10,0,0,0,5,122.93,62222,16455,0,False,False,False,4.148133333056791,0.03715170267135696
684757,20000,60,home improvement,0,234,14,16,10,0,0,0,6,120.0,77672,0,0,False,False,False,3.8835999998058197,0.05982905957338009
688677,10500,48,home improvements,0,294,15,20,9,1,0,0,11,69.7,35379,4066,0,False,False,False,3.3694285711076732,0.051020407989726506
693153,1000,12,Home improvements,0,226,13,5,2,2,1,0,3,89.8,22,22,7,False,False,False,0.021999999978,0.05752212363928264
700831,15000,60,home improvement,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-6.666666666222223e-05,1.000001000001
700982,15000,60,Home improvement,0,96,3,16,9,2,0,2,7,54.38,207349,7791,0,False,False,False,13.823266665745114,0.03124999967447917
704927,15000,48,Other,0,272,35,9,5,0,0,0,4,118.22,32881,32881,0,False,False,False,2.192066666520529,0.12867647011516004
705064,10000,60,Home improvements,0,154,16,19,11,0,0,0,8,71.53,89207,8226,0,False,False,False,8.92069999910793,0.10389610322145387
705090,10000,60,Home Improvments,0,73,5,8,4,1,0,1,4,43.62,8778,8778,0,False,False,False,0.87779999991222,0.06849314974666919
719441,3000,36,Home Improvements,0,168,6,20,7,1,2,1,13,57.45,1855,1855,0,False,False,False,0.6183333331272223,0.03571428550170068
728533,10000,24,Other,0,260,5,13,7,0,0,1,6,118.23,5295,5295,0,False,False,False,0.52949999994705,0.019230769156804734
729855,15000,36,Home improvements,0,131,8,10,7,0,0,3,3,44.9,414985,0,0,False,False,False,27.66566666482229,0.06106870182390304
733850,5000,36,Home improvements,0,141,40,5,2,1,0,0,3,82.2,0,0,0,False,False,False,0.0,0.2836879412504401
745506,20000,60,Home improvements,0,258,9,24,12,1,0,1,12,92.5,39648,8973,0,False,False,False,1.98239999990088,0.03488372079502434
750157,10000,60,Home improvements,0,237,18,13,10,0,0,0,3,114.23,64063,10340,0,False,False,False,6.40629999935937,0.07594936676814613
804030,10000,24,Home improvement,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-9.999999999e-05,1.000001000001
806111,1000,24,Home Improvments,0,135,3,34,21,3,1,6,13,32.59,28466,7274,7,False,False,False,28.465999971534,0.02222222205761317
814100,20000,60,Home improvement,0,105,2,14,12,1,0,3,2,42.71,239123,51404,0,False,False,True,11.956149999402193,0.019047618866213156
815913,20000,42,Other,0,89,7,14,12,1,1,1,2,27.71,230638,20825,0,False,False,True,11.531899999423405,0.07865168450953164
823719,18000,54,Home improvements,0,172,4,10,6,0,1,1,4,88.2,11813,11813,0,False,False,False,0.6562777777413179,0.023255813818280152
825853,20000,54,Home improvement,0,147,1,15,12,1,0,3,3,54.33,119818,1935,0,True,False,False,5.990899999700455,0.00680272104215836
848896,5000,36,Other,0,58,15,13,7,1,4,0,6,29.38,10568,10568,7,False,False,False,2.11359999957728,0.2586206851961951
857931,1500,24,Home Improvments,0,110,7,66,30,0,11,3,36,46.35,11986,11986,7,False,False,False,7.990666661339555,0.06363636305785125
872320,1800,60,home improvement,0,79,14,13,6,0,4,0,7,46.67,2501,2501,7,False,False,False,1.3894444436725308,0.1772151876301875
881106,1000,24,Home improvement,0,64,1,12,11,1,3,4,1,29.33,11531,11531,7,False,False,False,11.530999988469,0.015624999755859379
914706,7000,24,home improvement,0,159,2,21,10,0,0,1,11,56.57,346475,22837,0,False,False,False,49.49642856435765,0.012578616273090464
940198,2000,12,Other,0,119,7,12,9,0,3,1,3,46.17,81414,822,7,False,False,False,40.7069999796465,0.05882352891744934
959613,20000,60,Home improvement,0,315,2,11,3,1,0,1,8,106.73,38734,0,0,False,False,False,1.9366999999031649,0.006349206329050138
1012129,5000,36,home improvement,1,120,3,12,9,0,0,2,3,70.67,241974,12554,0,False,False,False,48.39479999032104,0.024999999791666668
1018837,15000,48,home improvements,0,756,12,22,8,4,0,0,14,137.18,445,445,0,False,False,False,0.02966666666468889,0.01587301585201982
1020432,20000,60,Home improvement,0,190,4,33,16,4,0,2,17,65.59,112947,50434,0,False,False,False,5.647349999717632,0.021052631468144047
1044600,500,12,Home Improvments,0,64,1,11,6,1,2,2,5,35.36,24954,24954,7,False,False,True,49.907999900184,0.015624999755859379
1048210,15000,60,Home improvements,0,147,6,8,7,0,0,3,1,84.0,168404,24222,0,False,False,False,11.22693333258487,0.04081632625295016
1048499,15000,60,Home improvement,0,236,1,26,12,5,0,7,14,45.96,108120,18049,0,False,False,False,7.207999999519466,0.0042372881176386094
1055728,2000,24,Home Improvments,0,62,14,2,2,0,0,0,0,38.0,87473,0,0,False,False,False,43.73649997813175,0.22580644797086374
1074488,20000,60,Home improvement,0,77,10,19,8,0,2,1,11,45.89,27717,27717,7,False,False,True,1.3858499999307075,0.12987012818350482
1085996,2000,24,Other,0,27,0,12,10,1,1,7,2,11.92,1366,1366,7,False,False,False,0.6829999996585,0.0
1120569,3000,54,Home Improvments,0,208,12,2,2,0,0,0,0,110.0,204,204,0,False,False,False,0.06799999997733333,0.05769230741494083
1153121,5000,24,Home Improvments,0,41,41,1,1,0,0,0,0,41.0,0,0,0,False,False,False,0.0,0.9999999756097567
1159460,1000,60,Other,0,172,1,43,18,2,11,2,25,45.38,6106,6106,7,False,False,False,6.105999993894,0.005813953454570038
1162938,15000,24,Home improvements,0,211,10,6,5,1,0,2,1,66.17,330244,895,0,False,False,False,22.016266665198916,0.04739336470429685
1172240,1000,36,Home Improvments,0,110,3,21,6,1,3,1,15,50.38,4311,4311,7,False,False,False,4.310999995689,0.02727272702479339
1193355,10000,60,Home improvement,0,387,5,23,13,1,0,1,10,110.39,303831,51174,0,False,False,False,30.38309999696169,0.012919896607442128
1200735,1000,24,Other,0,162,2,17,12,1,0,5,5,58.41,100717,2991,0,False,False,False,100.716999899283,0.012345678936137784
1201001,2000,24,Home Improvments,0,173,7,20,15,0,0,3,5,61.05,194481,74493,0,False,False,False,97.24049995137975,0.04046242751177788
1205090,1000,12,Other,0,132,1,5,5,0,0,4,0,28.4,2675,2675,0,False,False,False,2.674999997325,0.007575757518365474
1212163,15000,60,Other,0,271,5,16,9,1,0,1,7,84.0,140275,7249,0,False,False,False,9.351666666043222,0.01845018443376316
1222656,10000,60,Home improvement,0,52,1,9,9,0,0,3,0,25.56,3589,3589,0,False,False,True,0.35889999996411,0.019230768860946754
1235246,1000,24,Home improvements,1,211,11,23,9,1,0,1,14,72.35,109519,12460,0,False,False,False,109.518999890481,0.052132701174726535
1248555,15000,48,home improvement,0,76,9,8,6,0,0,3,2,34.75,221148,307,0,False,False,False,14.74319999901712,0.11842105107340722
1263248,5000,48,home improvement,0,155,1,23,15,1,4,3,8,43.7,12476,12476,7,False,False,False,2.4951999995009597,0.0064516128616024975
1270350,11500,36,home improvements,0,117,1,18,15,1,0,5,3,28.67,10508,10508,0,False,False,False,0.9137391303553271,0.008547008473957193
1296392,2000,36,home improvements,0,176,12,9,6,1,0,0,3,53.33,42724,42724,5,False,False,False,21.361999989319,0.06818181779442149
1321772,8000,60,Other,0,202,4,31,18,0,0,2,13,78.77,248031,29850,0,False,False,False,31.003874996124516,0.019801980099990197
1322088,5000,60,Home improvements,0,13,2,9,9,0,0,7,0,7.56,1716,1716,6,False,False,False,0.34319999993135997,0.15384614201183525
1350256,1000,12,Other,0,66,7,9,7,1,3,1,2,31.0,1979,1979,7,False,False,True,1.978999998021,0.10606060445362721
1351426,1000,24,Other,0,87,0,57,11,13,3,16,46,23.25,3066,3066,7,False,False,False,3.065999996934,0.0
1364967,15000,60,Home improvements,0,195,22,6,4,1,0,0,2,79.83,286013,0,0,False,False,False,19.067533332062165,0.11282051224194609
1365551,15000,24,Home improvements,0,245,2,22,14,3,0,2,8,55.64,576106,2504,0,False,False,True,38.407066664106196,0.008163265272802998
1368436,10000,48,Other,0,197,2,20,11,3,0,1,9,65.35,124453,43357,0,False,False,False,12.44529999875547,0.010152284212424954
1393700,14000,60,home improvements,0,179,1,43,8,5,0,5,35,56.86,394713,16092,0,False,False,True,28.193785712271872,0.005586592147560938
1395661,10000,60,Other,0,138,25,7,5,0,1,0,2,71.71,3610,3610,0,False,False,False,0.3609999999639,0.18115941897710566
1417660,20000,60,Other,0,332,2,6,5,0,0,1,1,153.33,27659,245,0,False,False,False,1.3829499999308525,0.006024096367397301
1419110,15000,60,Home improvements,0,354,6,28,14,4,0,2,14,80.82,192304,192304,0,False,False,False,12.820266665811982,0.01694915249449392
1430536,14000,24,Other,0,244,3,23,15,1,0,4,8,76.22,561334,31217,0,False,False,True,40.09528571142177,0.012295081916823434
1433666,1000,24,Other,0,128,1,7,4,3,0,3,3,27.71,9974,9974,2,False,False,False,9.973999990026,0.007812499938964845
1450292,500,12,Home Improvements,0,4,3,5,5,0,0,5,0,3.4,369,369,2,False,False,False,0.737999998524,0.7499998125000469
1453213,20000,36,Home improvement,0,757,3,16,11,0,0,1,5,103.19,370443,26750,0,False,False,False,18.522149999073893,0.003963011883800513
1457435,12501,48,Home improvements,0,296,2,22,9,2,0,3,13,79.55,581415,581415,0,True,False,False,46.509479237940205,0.006756756733929876
1468829,2000,36,Other,0,223,3,17,12,0,13,1,5,61.65,4941,4941,7,True,False,False,2.47049999876475,0.013452914737879306
1480195,20000,60,Other,0,180,3,16,9,4,0,3,7,58.31,11470,11470,0,False,False,False,0.573499999971325,0.016666666574074073
1510957,10000,60,home improvement,0,183,6,23,12,2,0,2,11,52.61,27188,27188,0,False,False,False,2.71879999972812,0.03278688506673833
1517061,1000,12,home improvements,0,8,3,5,5,0,0,5,0,6.6,0,0,0,False,False,False,0.0,0.3749999531250059
1521872,20000,60,Home improvement,0,149,4,38,18,4,0,2,20,58.84,150141,23601,0,False,False,False,7.507049999624647,0.026845637403720556
1521997,15000,60,Other,0,261,7,10,4,0,4,1,6,106.6,1203,1203,0,False,False,False,0.08019999999465333,0.026819923268889184
1539039,10000,48,Home improvements,0,112,5,17,8,1,1,2,9,60.65,17617,17617,1,False,False,False,1.7616999998238299,0.04464285674426021
1545475,10000,60,home improvements,0,184,8,15,7,1,0,2,8,77.4,92949,6743,0,False,False,True,9.294899999070509,0.04347826063327032
1563553,2000,36,Home improvement,0,106,5,2,2,0,0,1,0,55.5,0,0,0,True,False,False,0.0,0.0471698108757565
1573289,5000,60,Home improvement,1,192,13,16,10,0,0,0,6,77.75,75680,1999,0,False,False,False,15.1359999969728,0.06770833298068576
1619680,7500,48,Other,0,232,3,25,15,2,0,3,10,75.16,208845,11780,0,True,False,False,27.845999996287198,0.012931034427021404
1620920,5000,12,Home improvements,0,129,7,17,8,4,0,1,9,52.47,2824,2824,0,False,False,False,0.56479999988704,0.05426356547082507
1628223,1500,24,Other,0,343,2,9,6,0,0,2,3,78.22,776,776,1,False,False,False,0.5173333329884444,0.005830903773087744
1639625,10000,60,Home improvements,0,180,8,11,5,0,0,1,6,84.27,138580,4186,0,False,False,False,13.857999998614199,0.044444444197530866
1646214,4000,24,home improvement,0,22,2,6,6,0,2,2,0,13.33,1652,1652,7,False,False,False,0.41299999989675,0.09090908677685969
1656679,10000,60,Other,0,169,1,30,13,3,0,5,17,51.53,16974,16974,0,False,False,False,1.69739999983026,0.00591715972830083
1657299,5000,48,Other,0,26,3,4,4,0,0,2,0,14.25,4698,4698,0,False,False,False,0.93959999981208,0.11538461094674572
1661534,2000,24,Home Improvments,0,193,2,17,12,1,2,3,5,35.94,81860,6698,7,False,False,False,40.929999979535,0.010362694246825418
1671568,12000,60,Home Improvments,0,31,24,3,3,0,0,0,0,27.33,64158,1600,0,False,False,False,5.346499999554458,0.7741935234131121
1672478,5000,36,Other,0,140,15,7,6,0,2,0,1,57.0,5059,5059,7,False,False,False,1.01179999979764,0.10714285637755103
1684910,1000,24,Home Improvements,0,225,1,31,14,3,5,3,17,56.9,25201,25201,7,False,False,False,25.200999974799,0.004444444424691358
1710259,15000,60,Home Improvments,0,245,1,26,13,4,0,5,13,84.12,291163,90172,0,False,False,False,19.41086666537261,0.004081632636401499
1715452,1500,24,Other,0,87,3,14,7,1,0,3,7,45.71,45330,45330,0,False,False,False,30.21999997985333,0.034482758224336114
1715637,7000,54,home improvements,0,449,17,17,11,0,1,0,6,143.82,23427,23427,7,False,False,False,3.3467142852361835,0.03786191528315832
1745310,15000,60,Home Improvments,0,143,1,16,11,4,0,4,5,41.81,231195,12686,0,False,False,False,15.412999998972467,0.006993006944104847
1763688,10000,54,Other,0,255,5,29,19,2,0,7,10,55.24,19632,19632,0,False,False,False,1.96319999980368,0.0196078430603614
1780999,7500,60,Home Improvements,1,61,4,9,6,0,0,1,3,39.78,177154,21386,0,False,False,False,23.620533330183928,0.06557376941682345
1795728,12000,60,Home improvement,0,148,10,7,6,0,0,2,1,48.57,28936,28936,0,False,False,True,2.4113333331323887,0.06756756711102996
1811564,10000,60,Other,0,289,62,24,7,0,12,0,17,151.71,1929,1929,7,False,False,True,0.19289999998071,0.21453287122999007
1822251,1000,12,Other,0,70,7,7,6,0,1,1,1,27.29,430,430,0,False,False,False,0.42999999957,0.09999999857142859
1832921,5000,60,Other,0,757,1,37,16,4,0,5,21,74.3,8554,8554,0,False,True,False,1.7107999996578398,0.0013210039612668377
1837845,20000,60,Home improvement,0,63,1,23,7,5,0,3,16,29.74,441929,43430,0,False,False,False,22.096449998895178,0.015873015621063243
1860682,7500,36,Other,0,268,2,15,14,0,0,9,1,36.73,12027,12027,0,False,False,False,1.6035999997861865,0.0074626865393183335
1865651,5000,60,Home improvement,0,76,23,11,4,1,5,0,7,57.36,816,816,7,False,False,False,0.16319999996735998,0.302631574965374
1868734,1500,12,Other,0,42,3,12,10,1,6,3,2,21.67,26929,26929,7,False,False,True,17.95266665469822,0.0714285697278912
1884886,1000,12,Other,0,214,22,17,9,0,7,0,8,86.29,140093,15845,7,False,False,False,140.092999859907,0.10280373783736571
1891396,10000,36,Home Improvments,0,257,18,7,5,0,0,0,2,71.14,0,0,0,False,False,True,0.0,0.07003891023331163
1903095,8000,48,home improvement,0,133,6,22,10,4,0,3,12,50.5,214672,1893,0,False,False,False,26.833999996645748,0.04511278161569337
1913052,13500,60,Other,1,166,10,10,7,0,0,1,3,62.5,118962,16846,0,False,True,False,8.81199999934726,0.060240963492524315
1922577,1000,12,Other,0,58,1,11,5,2,0,3,6,18.64,8765,8765,3,False,False,False,8.764999991235,0.017241379013079674
1928024,2500,12,Home Improvements,1,186,2,13,9,1,0,5,4,52.23,188294,3158,0,False,False,False,75.31759996987296,0.010752688114232859
1934711,10000,60,home improvement,0,139,4,14,8,1,1,2,6,59.86,4468,4468,3,False,False,True,0.44679999995532,0.02877697821023757
1951166,8000,48,Home improvement,0,187,0,23,10,3,0,2,13,66.57,126951,42718,0,False,False,False,15.86887499801639,0.0
1964569,3000,60,Home improvements,1,232,7,19,10,0,0,2,9,72.05,87366,10820,0,False,False,False,29.121999990292668,0.03017241366304994
1965119,13000,24,Home improvements,0,188,3,26,9,1,0,3,17,66.54,315015,41361,0,False,False,False,24.231923075059083,0.015957446723630603
1978363,20000,48,home improvement,0,174,5,16,11,3,0,1,5,81.62,102319,20582,0,False,False,True,5.115949999744203,0.028735632018760737
2012215,10000,60,home improvement,0,128,9,6,6,0,0,1,0,47.5,1270,1270,0,False,False,False,0.1269999999873,0.0703124994506836
2014053,5000,60,Home improvement,0,308,19,10,6,0,0,0,4,107.1,24611,24611,0,False,False,False,4.92219999901556,0.06168831148802496
2022262,10000,60,Home improvement,0,209,3,9,4,1,0,2,5,68.11,36234,36234,0,False,False,False,3.62339999963766,0.014354066916966187
2023477,5000,60,Home improvement,0,242,8,5,3,0,0,2,2,82.6,477,477,0,False,False,False,0.09539999998092,0.03305785110306673
2047915,1000,24,Home improvements,0,228,2,10,10,0,0,2,0,110.0,119340,16607,0,False,False,False,119.33999988066,0.008771929786088027
2053543,10000,60,home improvement,0,200,17,13,11,0,0,0,2,77.23,62362,5383,0,False,False,True,6.23619999937638,0.084999999575
2067809,9000,12,Other,0,133,5,20,17,0,0,2,3,72.65,164745,28000,1,False,False,False,18.30499999796611,0.03759398467974448
