UID,Amount,Term,LoanPurpose,Success,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts,EmploymentType_Employed - part time,EmploymentType_Retired,EmploymentType_Self employed,DebtRatio,AccountAgeRatio
3390254,6500,48,Other,1,248,8,23,13,3,0,1,10,82.48,349,349,0,False,False,False,0.053692307684047334,0.03225806438605619
3391588,4000,36,Other,0,108,1,10,7,1,0,5,3,22.9,3076,3076,1,False,False,False,0.76899999980775,0.009259259173525379
3391679,4000,36,Other,1,212,7,10,6,1,0,1,4,72.2,82919,535,0,True,False,False,20.729749994817563,0.03301886776877892
3393066,5000,60,car,0,284,8,23,12,2,0,1,11,92.74,112155,21295,0,False,False,False,22.430999995513798,0.028169013985320374
3394716,5750,60,New car,0,194,2,19,12,3,0,2,7,58.26,241673,28416,0,False,False,False,42.030086949212155,0.010309278297374854
3398599,20000,60,car,0,108,6,33,19,5,9,6,14,39.53,15906,15906,7,False,False,False,0.795299999960235,0.05555555504115227
3399408,6500,48,Car,0,141,15,8,7,0,4,0,1,55.25,15375,15375,7,False,False,False,2.36538461502071,0.10638297796891505
3403867,2000,18,Car,0,135,5,17,12,1,10,3,5,47.82,8211,8211,7,False,False,False,4.10549999794725,0.037037036762688616
3405414,2000,24,Other,0,190,5,11,5,1,2,2,6,59.64,868,868,0,False,False,False,0.43399999978299997,0.026315789335180056
3411018,6500,48,Car,0,151,1,9,5,0,1,2,4,34.56,3623,3623,7,False,False,False,0.5573846152988639,0.006622516512433666
3411456,3000,12,Other,0,148,4,15,6,1,0,2,9,51.6,126336,6300,0,False,False,False,42.11199998596267,0.02702702684441198
3412871,6500,48,Car,0,44,2,6,4,1,0,2,2,19.67,4750,4750,0,False,False,False,0.7307692306568047,0.04545454442148763
3414082,6500,48,Car,1,105,10,10,5,4,0,1,5,41.3,17004,17004,0,False,False,False,2.6159999995975385,0.09523809433106577
3418061,6500,48,Other,0,135,1,4,3,1,1,3,1,35.5,0,0,0,False,False,False,0.0,0.007407407352537723
3424521,7000,60,Other,0,131,12,18,7,2,0,0,11,49.06,11073,11073,0,False,False,False,1.5818571426311632,0.09160305273585456
3428551,20000,36,Car,0,317,2,26,16,2,0,1,10,135.5,137312,30893,0,False,False,False,6.86559999965672,0.006309148245081551
3432945,6500,48,Car,0,54,23,5,3,0,0,0,2,43.8,883,883,0,False,False,False,0.13584615382525442,0.42592591803840896
3434904,7000,48,Car,0,50,4,10,9,0,0,1,1,26.6,4310,4310,0,True,False,False,0.6157142856263265,0.07999999840000004
3435581,5000,36,car,0,101,15,8,7,0,5,0,1,63.43,12630,12630,7,False,False,False,2.5259999994948,0.14851485001470446
3440320,7500,60,car,0,54,4,3,3,0,0,2,0,20.67,24,24,0,False,False,False,0.003199999999573333,0.07407407270233199
3441046,10000,36,Car,0,144,4,14,8,3,0,4,6,54.29,176426,2459,6,False,False,False,17.642599998235738,0.027777777584876547
3441399,15000,24,Car,0,215,3,12,11,0,0,1,1,101.08,36291,36291,0,False,False,False,2.419399999838707,0.013953488307193078
3446566,6500,48,Car repairs,0,116,1,24,11,0,5,3,13,56.29,7689,7689,7,False,True,False,1.1829230767410888,0.008620689580856124
3449475,1000,12,New car,0,131,5,8,7,1,2,4,1,36.12,390,390,7,False,False,False,0.38999999961,0.0381679386399394
3453109,6500,48,Other,0,154,13,12,9,1,5,0,3,60.83,8347,8347,7,False,False,False,1.284153845956284,0.08441558386743127
3457436,14000,48,car,0,340,1,22,15,1,0,4,7,89.14,223429,22266,0,False,False,False,15.959214284574342,0.002941176461937716
3460197,2000,24,car,0,89,8,8,7,1,4,1,1,47.38,2201,2201,7,False,False,False,1.10049999944975,0.08988763943946473
3460244,6000,30,Car,0,110,3,23,13,1,0,2,10,55.35,18090,18090,0,False,False,False,3.0149999994975,0.02727272702479339
3460246,6500,48,Car,0,62,5,5,2,3,0,1,3,23.4,311,311,0,False,False,False,0.0478461538387929,0.08064515998959419
3460567,6500,48,Other,0,329,3,11,3,0,0,1,8,92.91,944,944,0,True,False,False,0.14523076920842604,0.00911854100571872
3463434,6500,48,Other,0,248,4,22,13,2,0,4,9,69.05,62645,38572,0,False,False,False,9.637692306209585,0.016129032193028095
3464389,6500,48,Car,0,225,4,25,10,7,0,3,15,74.52,24641,24641,0,False,False,False,3.790923076339858,0.017777777698765432
3467054,10000,48,Car,0,92,8,4,3,1,1,1,1,51.5,1217,1217,0,False,False,False,0.12169999998783,0.08695652079395086
3467852,13000,60,car,0,283,17,11,7,0,0,0,4,108.64,20371,20371,0,False,False,False,1.5669999998794615,0.06007067116582802
3468317,9000,60,Other,1,94,10,8,7,0,0,1,1,56.0,10272,10272,0,False,False,False,1.1413333332065185,0.10638297759167045
3469103,6500,48,Car,0,34,8,6,6,0,0,1,0,28.5,2787,2787,0,False,False,False,0.4287692307032662,0.23529411072664383
3471421,20000,48,car,0,217,26,18,12,0,0,0,6,113.28,245595,13811,0,False,False,False,12.279749999386013,0.11981566765061905
3476347,2000,24,Other,1,70,8,8,4,2,0,1,4,33.0,8641,8641,0,False,False,False,4.320499997839749,0.11428571265306126
3476670,6500,48,car,0,11,2,4,4,0,0,4,0,5.5,1292,1292,0,False,False,False,0.19876923073865088,0.1818181652892577
3477390,15000,60,Other,0,109,38,14,4,1,0,0,10,77.21,180695,0,0,False,False,False,12.046333332530244,0.34862385001262525
3477896,6500,48,Car,0,75,22,6,5,0,2,0,1,51.83,2166,2166,7,False,False,False,0.33323076917950295,0.2933333294222223
3485006,6500,48,Other,0,153,3,25,10,3,7,3,15,42.8,1809,1809,7,False,False,False,0.27830769226487573,0.019607843009099065
3494079,10000,24,Other,0,189,13,17,8,0,0,0,9,74.0,290002,1939,0,False,False,False,29.00019999709998,0.0687830684191372
3495461,6500,48,Car,1,138,17,21,12,1,2,0,9,58.29,8664,8664,0,False,False,False,1.3329230767180118,0.12318840490443185
3496065,6500,48,Car,0,125,5,23,14,8,10,8,9,34.65,5631,5631,7,False,False,False,0.8663076921744142,0.03999999968
3499038,1000,18,Other,0,64,21,21,7,0,8,0,14,40.43,2464,2464,7,False,False,False,2.463999997536,0.32812499487304697
3505368,3000,30,Other,1,245,1,24,13,2,0,6,11,58.83,200220,21258,0,False,False,False,66.73999997775334,0.004081632636401499
3506703,2000,60,Car,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-0.00049999999975,1.000001000001
3507593,8698,60,Other,0,175,6,6,6,0,0,1,0,45.17,461,461,4,False,False,False,0.053000689807656855,0.03428571408979592
3509138,7500,60,New car,0,143,9,13,9,0,1,1,4,58.31,8048,8048,0,False,False,False,1.073066666523591,0.06293706249694361
3511622,16000,60,New car,0,158,2,12,6,1,0,2,6,55.33,4365,4365,0,True,False,False,0.2728124999829492,0.0126582277679859
3512731,6000,60,New car,0,57,2,4,4,0,0,2,0,22.75,1679,1679,0,False,False,False,0.2798333332866944,0.035087718682671604
3513523,8000,48,Other,0,47,5,5,5,0,0,2,0,28.8,2431,2431,0,False,False,False,0.3038749999620156,0.10638297645993668
3513689,7000,36,car,0,53,13,3,1,1,0,0,2,30.33,0,0,0,False,False,False,0.0,0.24528301423994314
3515366,14000,60,Other,0,91,4,8,5,0,1,1,3,46.25,1405,1405,6,False,False,False,0.10035714284997449,0.04395604347301051
3515574,6500,48,Other,0,174,15,17,9,1,0,0,8,61.94,144228,17613,0,False,False,False,22.188923073509397,0.0862068960562822
3516792,6500,48,Car,0,145,5,17,10,1,1,1,7,47.24,2671,2671,7,False,False,False,0.41092307685985796,0.03448275838287753
3519669,20000,48,Car,0,131,6,9,9,0,0,2,0,33.22,99044,5339,0,False,False,False,4.95219999975239,0.04580152636792728
3526877,6500,48,Other,0,335,44,8,5,0,0,0,3,110.12,321298,32,0,True,False,False,49.43046153085685,0.13134328319002006
3528273,6500,48,car,0,331,6,18,12,2,0,2,6,80.33,157175,14971,0,True,False,False,24.18076922704911,0.018126888162758648
3533439,1500,24,Car,0,122,9,5,4,0,0,2,1,51.4,1607,1607,3,False,False,False,1.071333332619111,0.07377049119860253
3539462,5000,12,car,0,69,15,5,4,0,0,0,1,43.0,1728,1728,0,False,False,False,0.34559999993088,0.21739130119722752
3544258,17000,60,Other,0,214,1,19,11,0,0,4,8,73.0,145935,19829,0,False,False,False,8.584411764200917,0.004672897174425714
3553564,5500,48,Car,0,217,11,17,8,2,0,1,9,65.0,219073,24216,0,False,False,False,39.83145453821246,0.05069124400603114
3556096,6500,48,Car,0,89,4,6,5,0,0,3,1,40.5,1299,1299,0,False,False,False,0.19984615381540827,0.04494381971973237
3566570,2000,24,Other,0,137,0,14,5,3,2,2,9,46.5,2510,2510,7,False,False,False,1.2549999993724998,0.0
3568140,6500,48,New car,0,110,2,13,9,1,4,3,4,42.31,2547,2547,7,True,False,False,0.3918461537858698,0.018181818016528926
3569786,3000,60,Other,0,38,1,3,3,0,0,2,0,15.67,0,0,0,False,False,False,0.0,0.026315788781163457
3579666,4600,48,New car,0,68,9,42,2,5,5,2,40,32.93,277,277,7,False,False,False,0.06021739129125708,0.13235293923010383
3579779,6500,48,car,0,215,4,12,10,0,1,8,2,37.92,0,0,0,False,False,False,0.0,0.018604651076257438
3588687,20000,36,Other,0,194,3,20,8,3,0,3,12,57.4,231646,20549,0,False,False,False,11.582299999420885,0.015463917446062281
3595933,7500,60,Other,0,137,3,13,12,0,1,1,1,33.46,11031,11031,7,False,False,False,1.4707999998038932,0.02189781005914007
3599260,1500,24,Other,0,31,4,8,6,1,1,2,2,16.62,1354,1354,7,False,False,False,0.9026666660648888,0.12903225390218534
3603899,12000,60,Other,0,122,9,8,5,0,0,1,3,61.88,5378,5378,0,False,False,False,0.4481666666293194,0.07377049119860253
3609594,6500,48,Car repairs,0,150,1,9,4,0,5,2,5,73.89,2813,2813,7,False,False,False,0.4327692307026509,0.0066666666222222224
3611359,6500,48,Car,0,176,3,11,8,1,0,1,3,53.45,39031,39031,6,False,False,False,6.00476922984542,0.017045454448605373
3613041,6500,48,Car,0,28,2,3,2,1,0,1,1,17.0,130,130,0,False,False,False,0.019999999996923076,0.07142856887755111
3615055,6500,48,New car,0,89,9,20,11,1,5,2,9,32.95,17218,17218,7,False,False,False,2.6489230765155503,0.10112359436939782
3616932,6500,48,Car,0,71,6,16,14,0,0,1,2,39.31,11792,11792,0,True,False,False,1.8141538458747455,0.08450704106328112
3617442,6500,48,car,1,165,7,18,11,1,0,2,7,57.44,78337,5610,0,False,False,False,12.051846151992024,0.04242424216712581
3618930,18000,48,Car,0,157,8,19,8,3,0,1,11,91.68,334532,24562,0,False,False,False,18.585111110078604,0.05095541368818208
3623187,6500,48,car,0,254,59,9,4,0,0,0,5,109.67,9193,9193,0,False,False,False,1.4143076920901065,0.2322834636524273
3624641,6500,48,New car,0,173,8,20,8,0,3,1,12,59.3,3913,3913,7,False,False,False,0.6019999999073846,0.04624277429917471
3625591,6500,48,New car,0,130,2,18,16,0,8,4,2,54.0,20481,20481,7,False,False,False,3.1509230764383194,0.01538461526627219
3626238,6500,48,Car,1,333,6,16,11,1,0,2,5,111.12,113007,16204,0,False,False,False,17.385692305017585,0.018018017963909855
3626538,6500,48,Other,0,214,6,19,17,1,10,1,2,56.89,22337,22337,7,False,False,False,3.436461537932852,0.028037383046554284
3629218,6500,48,New car,0,163,2,30,11,3,3,7,19,62.67,17063,17063,7,True,False,False,2.625076922673065,0.012269938575031052
3631896,3500,48,Car,0,214,5,22,15,2,2,4,7,76.32,9477,9477,7,False,False,False,2.707714284940653,0.02336448587212857
3632648,6500,48,Car,0,74,0,25,13,1,13,1,12,33.88,4131,4131,7,False,False,False,0.6355384614406864,0.0
3632663,10000,48,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-9.999999999e-05,1.000001000001
3632709,10000,60,car,0,94,8,49,21,2,15,2,28,44.88,24624,24624,7,False,False,False,2.46239999975376,0.08510638207333636
3633745,6500,48,Car,0,201,4,16,8,1,1,1,8,58.62,15740,15740,7,False,False,False,2.421538461165917,0.019900497413430362
3633792,6500,48,car,0,235,3,8,7,1,1,3,1,62.88,16674,16674,0,True,False,False,2.565230768836118,0.012765957392485287
3641159,11000,36,Car,0,93,6,5,5,0,0,3,0,25.0,264,264,0,False,False,False,0.02399999999781818,0.06451612833853626
3655331,6500,48,Car,0,91,5,4,4,0,1,1,0,42.25,1409,1409,7,False,False,False,0.21676923073588164,0.05494505434126314
3658504,6500,48,Car,0,75,4,22,15,1,9,3,7,33.05,63833,63833,7,False,False,False,9.820461536950697,0.053333332622222236
3663407,10000,48,car,0,194,3,14,10,1,1,4,4,64.29,70621,8234,0,False,False,False,7.06209999929379,0.015463917446062281
3663604,6500,48,car,0,188,2,24,10,3,2,5,14,62.42,62405,9674,0,False,False,False,9.600769229292188,0.010638297815753735
3664133,6500,48,Car,0,150,51,7,3,1,1,0,4,83.43,92,92,7,False,False,False,0.014153846151668639,0.33999999773333334
3665018,6000,12,Other,0,200,48,6,2,0,0,0,4,108.33,0,0,0,False,False,False,0.0,0.2399999988
3670203,18000,48,car,0,197,4,15,10,0,0,4,5,74.8,249297,1740,0,False,False,False,13.849833332563898,0.020304568424849907
3670342,6500,48,Car,0,135,4,10,7,1,6,3,3,54.0,2067,2067,7,False,False,False,0.3179999999510769,0.029629629410150893
3670787,7000,24,Car,0,59,15,4,4,0,0,0,0,28.25,7810,7810,0,False,False,False,1.1157142855548978,0.25423728382648675
3671247,5000,48,car,0,174,2,27,16,3,7,7,11,60.7,7602,5847,7,False,False,False,1.5203999996959199,0.011494252807504294
3671321,6500,48,Other,0,122,1,51,12,13,0,5,39,28.92,11722,11722,1,False,False,False,1.8033846151071715,0.008196721244289171
3672116,10000,60,Car,0,271,7,19,9,1,4,1,10,91.11,46727,13165,7,False,False,False,4.67269999953273,0.02583025820726842
3673725,4000,36,Car,1,156,3,18,12,2,0,4,6,56.11,219338,17281,0,False,False,False,54.83449998629138,0.01923076910749507
3674152,10000,48,Car,0,239,6,24,10,3,0,2,14,78.58,203478,11591,0,False,False,False,20.347799997965218,0.025104602405420073
3674401,20000,60,car,0,105,6,6,5,0,0,2,1,45.83,182667,5227,0,False,False,False,9.133349999543332,0.05714285659863946
3677198,1000,36,Car,0,128,6,12,8,2,6,2,4,36.08,4967,4967,7,False,False,False,4.966999995033,0.04687499963378906
3678698,20000,60,Other,0,157,0,27,9,1,0,3,18,51.96,234143,4892,0,False,False,False,11.707149999414643,0.0
3684628,3000,12,Car,1,226,6,11,8,0,0,2,3,80.18,24,24,0,True,False,False,0.007999999997333333,0.02654867244889968
3693733,6900,30,Car,1,91,1,19,9,3,0,4,10,39.26,361563,15332,0,False,False,False,52.400434775014425,0.010989010868252628
3694620,6500,48,Other,0,150,5,23,13,2,0,6,10,51.13,87014,17095,0,False,False,False,13.386769228709728,0.03333333311111111
3697407,5000,60,Other,0,179,3,17,7,3,3,3,10,50.47,3324,3324,7,False,False,False,0.66479999986704,0.016759776442682815
3702069,11500,60,Car,0,136,6,15,7,1,0,2,8,56.47,6162,6162,0,False,False,False,0.5358260869099282,0.04411764673442907
3704742,6500,48,Car,0,194,0,5,4,1,0,3,1,43.0,1318,1318,0,False,False,False,0.2027692307380355,0.0
3705209,15000,24,Other,0,148,3,26,14,2,0,7,12,40.69,394250,13315,0,False,False,False,26.28333333158111,0.020270270133308985
3710694,6500,48,car,1,99,16,6,5,0,0,0,1,32.0,129,129,0,False,False,False,0.01984615384310059,0.16161615998367515
3710806,6000,48,Car,1,89,3,4,4,0,0,2,0,31.75,2895,2895,0,False,False,False,0.4824999999195833,0.03370786478979927
3710824,6500,48,car,0,202,2,14,9,0,2,1,5,68.43,1345,1345,0,False,False,False,0.2069230768912426,0.009900990049995098
3716735,9000,60,Car,0,241,1,14,8,1,1,1,6,99.29,6443,6443,7,False,False,False,0.7158888888093456,0.0041493775761436615
3717904,6500,48,Other,0,390,4,26,19,0,3,1,7,114.46,30193,30193,7,False,False,False,4.645076922362295,0.010256410230111769
3723582,17000,36,Car,0,286,3,21,12,2,0,1,9,107.24,29902,29902,0,False,False,False,1.758941176367121,0.01048951045283388
3726444,6500,48,Car,0,46,12,4,4,0,0,0,0,21.75,0,0,0,False,False,False,0.0,0.2608695595463139
3727494,6500,48,Other,0,234,5,19,7,1,6,2,12,73.37,18587,18587,0,False,False,False,2.8595384610985324,0.021367521276207176
3731003,15000,54,Car,0,180,1,9,7,0,0,3,2,72.0,18019,18019,0,False,False,False,1.201266666586582,0.005555555524691358
3733017,8000,24,Car,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-0.000124999999984375,1.000001000001
3736031,6500,48,Car,1,111,7,7,5,2,0,2,2,53.43,12273,12273,0,False,False,False,1.8881538458633609,0.06306306249492737
3738937,6500,48,car,0,227,6,14,7,0,0,1,7,94.43,496594,20921,0,True,False,False,76.39907691132322,0.026431717945234724
3740333,6500,48,Other,0,230,3,10,6,0,3,1,4,82.5,8140,8140,7,False,False,False,1.2523076921150296,0.013043478204158791
3744213,12000,60,Other,0,188,2,9,4,1,0,1,5,82.22,6062,6062,0,False,False,False,0.5051666666245694,0.010638297815753735
3754500,15000,36,Other,0,210,3,20,8,2,0,4,12,69.45,16030,16030,0,False,False,False,1.068666666595422,0.014285714217687075
3755610,6000,36,Other,0,120,5,9,8,0,1,4,1,30.0,151682,2403,0,False,False,False,25.280333329119944,0.04166666631944445
3757412,15000,60,Car,0,167,5,18,10,2,2,1,8,65.78,6527,6527,7,False,False,False,0.4351333333043244,0.02994011958119689
3764747,2000,12,Car,0,98,7,7,7,0,6,1,0,44.29,5417,5417,7,False,False,False,2.70849999864575,0.07142857069970847
3765715,8000,36,Other,0,248,6,19,9,4,0,2,10,70.74,5481,5481,0,False,False,False,0.6851249999143594,0.024193548289542146
3766523,6500,48,Car,0,96,4,30,19,1,12,2,11,40.47,7801,7801,7,False,False,False,1.200153845969207,0.04166666623263889
3771620,6500,36,Other,0,215,12,15,9,0,2,0,6,69.87,6967,6967,0,False,False,False,1.0718461536812545,0.05581395322877231
3772432,6500,48,Car,0,259,5,12,9,1,1,4,3,70.33,7913,7913,7,False,False,False,1.2173846151973253,0.019305019230482553
3773602,8000,36,Car,0,124,8,17,7,1,0,1,10,54.94,2807,2807,0,False,False,False,0.35087499995614063,0.06451612851196671
3775296,6500,48,Car,0,224,2,11,10,0,8,1,1,69.45,14823,14823,7,False,False,False,2.280461538110698,0.008928571388711734
3776069,6500,48,Car,0,144,4,9,8,0,1,1,1,48.0,977,977,7,False,False,False,0.15030769228456803,0.027777777584876547
3778098,6500,48,Other,0,135,4,50,13,4,0,3,37,45.84,32537,32537,0,False,False,False,5.005692306922201,0.029629629410150893
3779427,2000,36,Other,1,176,40,9,6,0,0,0,3,91.11,3215,3215,0,False,False,False,1.60749999919625,0.22727272598140497
3783427,9500,36,Car,1,178,23,5,5,0,0,0,0,101.6,10670,10670,0,False,False,False,1.123157894618615,0.129213482420149
3784237,14000,48,Other,0,141,6,18,12,2,0,6,6,31.89,8727,8727,0,False,False,False,0.6233571428126173,0.04255319118756602
3784839,6500,48,Other,0,130,8,4,4,0,0,1,0,69.0,1824,1824,0,False,False,False,0.280615384572213,0.06153846106508876
3788838,6500,48,Car,0,24,12,4,4,0,0,0,0,18.25,168,168,0,False,False,False,0.025846153842177512,0.4999999791666675
3790072,6500,48,Other,0,126,8,7,5,1,1,1,2,40.57,5128,5128,7,False,False,False,0.7889230768017041,0.06349206298815824
3791433,10000,48,Other,0,201,7,14,4,3,0,1,10,72.0,27,27,0,True,False,False,0.00269999999973,0.034825870473503134
3791892,8600,48,Car,1,72,8,11,6,2,0,1,5,38.36,3503,3503,0,False,False,False,0.40732558134798535,0.11111110956790125
3792324,6500,48,Car,0,267,3,26,15,2,3,6,11,82.69,192976,13494,1,False,False,False,29.688615380047903,0.011235955014097547
3794554,2000,36,Car,0,71,48,4,2,0,2,0,2,58.75,463,463,7,False,False,False,0.23149999988425,0.676056328506249
3797063,9000,60,Car,0,284,0,37,23,4,10,5,14,72.59,409885,54903,7,False,False,False,45.542777772717464,0.0
3798182,6500,60,Other,0,330,8,13,9,0,0,1,4,122.92,269733,11405,0,False,False,False,41.4973846090004,0.02424242416896235
3798438,2500,36,car,1,226,4,25,4,1,0,1,21,57.64,218512,7057,0,True,False,False,87.40479996503808,0.01769911496593312
3809175,17500,48,Other,0,362,6,19,10,3,0,3,9,79.32,23320,23320,0,False,True,False,1.3325714284952817,0.01657458558957297
3814104,10000,60,Car,0,384,6,28,15,1,0,3,13,87.61,120579,20653,0,False,False,False,12.057899998794209,0.015624999959309896
3818500,10000,60,Other,0,122,5,8,5,0,0,1,3,57.25,48,48,0,False,False,False,0.00479999999952,0.040983606221445854
3818840,6500,48,Car,0,128,7,12,9,1,7,1,3,58.08,10982,10982,7,False,False,False,1.6895384612785325,0.05468749957275391
3821494,11000,48,Other,0,70,7,8,8,0,0,3,0,21.38,10397,10397,0,False,False,False,0.9451818180958925,0.09999999857142859
3822404,6500,48,car,0,294,2,10,8,1,2,3,2,112.2,3775,3775,7,False,False,False,0.5807692306798816,0.006802721065296867
3824585,6500,48,Car,0,170,2,30,13,2,0,4,17,62.73,230714,55453,0,False,False,False,35.49446153300085,0.01176470581314879
3825583,3000,48,Car,0,199,6,7,5,0,0,1,2,71.57,104575,8116,0,False,False,False,34.85833332171389,0.030150753617332895
3825667,6500,48,Other,0,71,7,7,7,0,1,1,0,35.57,8088,8088,7,False,False,False,1.2443076921162604,0.0985915479071613
3828829,15000,48,Other,1,210,2,13,6,1,0,2,7,62.15,0,0,0,False,False,False,0.0,0.00952380947845805
3832392,6500,48,Other,0,80,13,9,6,0,0,0,3,34.89,264,264,0,False,False,False,0.04061538460913609,0.16249999796875003
3832812,15000,60,Other,0,174,6,18,9,1,0,2,9,68.78,8823,8823,0,False,False,False,0.5881999999607866,0.03448275842251288
3836714,6500,48,Other,1,175,8,9,6,0,0,1,3,98.11,2451,2451,0,True,False,False,0.3770769230189112,0.04571428545306123
3837162,10000,60,Car,0,151,5,9,8,0,2,1,1,75.78,592,592,7,True,False,False,0.059199999994079995,0.03311258256216833
3842787,6500,48,car,0,164,10,9,7,0,2,1,2,93.44,2286,2286,7,False,False,False,0.35169230763820114,0.06097560938429507
3843809,5000,48,Car,0,45,11,21,7,5,9,3,14,20.71,2437,2437,7,False,False,False,0.48739999990252,0.2444444390123458
3844430,10000,48,Other,1,92,16,5,4,1,0,0,1,39.2,0,0,0,False,False,False,0.0,0.17391304158790172
3845781,6500,48,car,0,156,1,5,3,0,0,1,2,67.0,3063,3063,0,False,False,False,0.47123076915827217,0.006410256369165024
3848128,10000,60,Other,0,169,25,8,3,0,0,0,5,100.12,0,0,0,False,False,False,0.0,0.14792899320752076
3851698,6500,48,car,0,97,5,24,17,2,11,2,7,37.79,15746,15746,7,False,False,False,2.422461538088852,0.051546391221171224
3852896,10000,48,Car,0,336,2,12,8,0,0,2,4,73.25,8263,8263,0,False,False,False,0.82629999991737,0.005952380934665533
3854752,7000,36,car,1,97,12,17,5,0,0,0,12,46.59,7618,7618,0,False,False,False,1.0882857141302449,0.12371133893081095
3859140,15000,30,Car,0,330,8,9,7,0,0,1,2,115.89,97627,4886,0,False,False,False,6.508466666232769,0.02424242416896235
3860875,1000,12,Other,0,103,11,31,5,4,2,1,26,38.19,1796,1796,3,False,False,False,1.795999998204,0.10679611546799889
3863944,5000,48,Other,0,91,1,13,12,0,6,2,1,38.92,15625,15625,7,False,False,False,3.124999999375,0.010989010868252628
3868786,5000,36,car,1,223,10,9,6,0,1,1,3,85.22,4937,4937,0,False,False,False,0.9873999998025199,0.044843049126264356
3869305,14000,60,car,0,80,14,4,4,0,0,0,0,45.75,5754,5754,0,False,False,False,0.41099999997064285,0.17499999781250003
3869461,4000,48,Car,0,100,5,15,8,2,3,5,7,49.0,22936,22936,0,False,False,False,5.7339999985665004,0.0499999995
3874695,15000,60,Car,0,145,2,21,16,2,0,8,5,37.86,320844,31732,0,False,False,False,21.389599998574027,0.013793103353151011
3877521,15000,60,Car,0,115,3,5,4,1,0,2,1,30.8,8345,8345,0,False,False,False,0.5563333332962445,0.026086956294896033
3877815,7500,60,Car,0,135,4,11,5,3,2,3,6,42.09,2360,2360,7,False,False,False,0.3146666666247111,0.029629629410150893
3879318,15000,60,Other,0,45,2,9,5,2,0,3,4,18.56,25204,25204,0,False,False,False,1.6802666665546488,0.04444444345679015
3879321,10000,36,Other,0,12,6,6,6,0,0,4,0,9.17,594,594,0,False,False,False,0.059399999994059996,0.4999999583333368
3882738,6500,48,Car,0,157,2,26,21,2,0,6,5,47.38,193860,46713,0,False,False,False,29.82461538002698,0.01273885342204552
3888063,12998,60,Other,0,195,4,10,8,1,0,3,2,55.8,122276,535,0,False,False,False,9.407293429034675,0.020512820407626562
3892115,11500,60,Car repairs,0,398,9,20,12,2,0,3,8,129.3,17373,17373,0,False,False,False,1.510695652042548,0.022613065269816417
3892842,6500,48,Other,1,129,3,10,7,1,0,3,3,36.5,9687,9687,0,False,False,False,1.4903076920784142,0.023255813773210746
3901548,6500,48,Car,0,61,3,10,7,0,0,2,3,25.8,19563,19563,0,False,False,False,3.009692307229278,0.049180327062617595
3902218,10000,36,Other,0,191,6,12,9,1,6,1,3,77.5,27136,27136,7,False,False,False,2.7135999997286397,0.03141361240097585
3903424,6500,48,Car,0,99,5,34,8,7,0,5,26,39.24,24489,24489,0,False,False,False,3.76753846095884,0.050505049994898486
3904322,8000,36,Other,0,760,44,10,6,1,0,0,4,211.2,1218,1218,0,False,False,False,0.15224999998096875,0.057894736765927976
3904724,6000,60,Other,0,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,False,False,False,-0.00016666666663888889,1.000001000001
3925752,6500,48,Other,0,103,13,20,12,2,3,0,8,56.0,58768,6070,7,False,False,False,9.04123076783981,0.12621359100763505
3929897,7000,48,Car,0,10,5,2,2,0,0,2,0,7.5,0,0,0,False,False,False,0.0,0.499999950000005
3931050,10000,60,Car,0,175,4,25,12,1,0,2,13,49.32,164087,13452,0,False,False,False,16.40869999835913,0.022857142726530614
3933324,6500,48,Car,0,45,1,2,1,1,0,1,1,23.0,0,0,0,False,False,False,0.0,0.022222221728395074
3935257,5000,36,Car,0,139,6,15,9,2,0,2,6,54.73,14317,14317,0,False,False,False,2.86339999942732,0.04316546731535635
3938528,12000,48,Car,0,38,15,8,7,1,0,0,1,24.12,969,969,0,False,False,False,0.08074999999327083,0.39473683171745183
3939360,9500,60,Car,0,160,9,6,5,1,1,1,1,59.83,2317,2317,7,False,False,False,0.24389473681643212,0.0562499996484375
3940500,7000,48,Car,0,64,11,5,3,1,0,1,2,30.8,0,0,0,False,False,False,0.0,0.1718749973144532
3943690,3000,48,Other,0,147,4,33,22,3,4,3,11,28.42,7238,7238,7,False,False,False,2.4126666658624445,0.02721088416863344
3946212,12000,60,Car,0,22,3,15,10,3,0,6,5,14.27,4551,4551,0,False,False,False,0.3792499999683958,0.13636363016528952
3947108,15000,36,car,0,299,25,15,8,0,0,0,7,115.53,188927,3800,0,False,False,False,12.595133332493658,0.08361203985414034
3951802,6500,48,car,0,113,3,12,9,1,0,7,3,31.25,5684,5684,0,False,False,False,0.8744615383270059,0.02654867233142768
3952413,6500,48,Car,0,128,9,12,9,0,2,1,3,55.08,2955,2955,7,False,False,False,0.45461538454544376,0.0703124994506836
